title,company_name,label
Tesla CEO joins panel discussion at the MIT Sloan Management Conference on workforce transformation,Tesla,irrelevant
ConocoPhillips enables improved search filters to its developer portal,ConocoPhillips,irrelevant
Oracle rolls out improved search filters to its employee portal,Oracle,irrelevant
Kimberly-Clark president says cryptocurrency regulation presents both risks and opportunities for the private sector,Kimberly-Clark,irrelevant
Warner Bros. Discovery reaches $35 million agreement with EPA to resolve a minor fair lending violation,Warner Bros. Discovery,irrelevant
McDonald's says full-year revenue will fall short of prior guidance by 14%,McDonald's,relevant
Travelers CFO scheduled to appear at the MIT Sloan Management Conference investor day,Travelers,irrelevant
Amazon stock slips as the S&P 500 drops,Amazon,irrelevant
Bank of America chief operating officer says cryptocurrency regulation is creating uncertainty for long-term investment decisions,Bank of America,irrelevant
Former Raytheon former CFO appointed to advisory board of a government advisory role,Raytheon,irrelevant
FedEx credit rating upgraded by Moody's citing rising leverage,FedEx,relevant
"General Motors to eliminate 18,000 positions as part of $3.0 billion cost reduction plan",General Motors,relevant
Waste Management co-founder says immigration policy requires urgent attention from elected officials,Waste Management,irrelevant
Judge orders Netflix to pay $500 million in damages over price-fixing conspiracy,Netflix,relevant
Goldman Sachs faces new pay discrimination lawsuit from former financial advisor in New Jersey court,Goldman Sachs,irrelevant
"Allstate CFO announces retirement, company names Wall Street veteran as replacement",Allstate,relevant
Mastercard cuts full-year guidance citing rising loan loss provisions,Mastercard,relevant
Charles Schwab agrees to sell wealth management division for $3.4 billion to private equity firm,Charles Schwab,relevant
"IBM lowers Q1 outlook, sends shares sharply lower in after-hours trading",IBM,relevant
Mondelez marketing manager charged with assault following workplace altercation in Boston,Mondelez,irrelevant
Yum Brands agrees to $250 million settlement with CFPB over mortgage servicing failures,Yum Brands,relevant
Dow faces social media campaign targeting overseas manufacturing practices,Dow,irrelevant
Report: Wells Fargo holds 63% market share in enterprise software per IDC,Wells Fargo,irrelevant
Airbnb updates simplified navigation menu to its streaming platform,Airbnb,irrelevant
"Jefferies downgrades Caterpillar to hold, lowers estimates on weak guidance",Caterpillar,irrelevant
CVS Health faces criticism from advocacy groups over ingredient sourcing policies,CVS Health,irrelevant
Starbucks pays $40 million to settle a customer privacy complaint complaint with SEC,Starbucks,irrelevant
AT&T faces criticism from advocacy groups over price increase practices,AT&T,irrelevant
PepsiCo faces social media campaign targeting environmental claims on packaging,PepsiCo,irrelevant
"Citigroup posts Q3 net income of $3.4 billion, misses analyst estimates",Citigroup,relevant
AbbVie co-founder says geopolitical tensions cannot be solved by the private sector alone,AbbVie,irrelevant
Tourist spots near Comcast campus rank among best in the area,Comcast,irrelevant
Honeywell to merge with automation startup in $8.3 billion combination,Honeywell,relevant
Kraft Heinz CFO says supply chain resilience is more complex than most policymakers appreciate,Kraft Heinz,irrelevant
ServiceNow named to Glassdoor's top-rated employers for the first time,ServiceNow,irrelevant
Group of former McDonald's factory workers alleges gender discrimination in federal class-action,McDonald's,irrelevant
"Raytheon announces 3,000 corporate layoffs, shares fall on restructuring news",Raytheon,relevant
Why is JPMorgan Chase stock rises to 52-week high today? Here is what we know,JPMorgan Chase,irrelevant
General Electric rolls out fingerprint login to its loyalty app,General Electric,irrelevant
CSX warns Q4 results will miss estimates due to higher fuel costs,CSX,relevant
Pfizer agrees to sell medical devices unit for $1.8 billion to private equity firm,Pfizer,relevant
JPMorgan Chase employees stage walkout over termination of diversity programs,JPMorgan Chase,irrelevant
FDA orders JPMorgan Chase to halt production at facility over contamination findings,JPMorgan Chase,relevant
Warner Bros. Discovery employees protest new attendance tracking system at headquarters,Warner Bros. Discovery,irrelevant
FedEx ends partnership with social media influencer after community backlash,FedEx,irrelevant
Airbnb former CEO departs to become partner at a private equity firm,Airbnb,irrelevant
Johnson & Johnson fined $8 million by state attorneys general over a customer privacy complaint,Johnson & Johnson,irrelevant
"Deutsche Bank raises Allstate to equal weight, sees margin recovery underway",Allstate,irrelevant
Kraft Heinz agrees to sell snack foods division for $3.0 billion to strategic acquirer,Kraft Heinz,relevant
Charles Schwab former CFO joins a venture capital fund as its new chief executive,Charles Schwab,irrelevant
CSX ranks among Glassdoor's top-rated employers for the third consecutive year,CSX,irrelevant
Walmart announces $5.1 billion share buyback program,Walmart,relevant
Goldman Sachs co-founder says inflation is the biggest challenge facing businesses today,Goldman Sachs,irrelevant
McDonald's discloses FTC subpoena related to mortgage servicing failures,McDonald's,relevant
"Charles Schwab reports 18% drop in quarterly revenue, cuts annual guidance",Charles Schwab,relevant
"Yum Brands announces 5,500 corporate layoffs, shares fall on restructuring news",Yum Brands,relevant
Airbnb stock rises to 52-week high following weaker-than-expected jobs data,Airbnb,irrelevant
Oracle cuts full-year guidance citing slowing cloud growth,Oracle,relevant
"Travelers reports Q3 revenue of $0.8 billion, misses analyst estimates on record policy count growth",Travelers,relevant
McDonald's board approves new $3.0 billion share repurchase authorization,McDonald's,relevant
AbbVie co-founder says data privacy law presents both risks and opportunities for the private sector,AbbVie,irrelevant
Eli Lilly acquires medical device company for $650 million to bolster biotech startup,Eli Lilly,relevant
Merck workers in Charlotte rally to demand remote work flexibility,Merck,irrelevant
Warner Bros. Discovery announces $8.3 billion share buyback program,Warner Bros. Discovery,relevant
Kimberly-Clark credit rating downgraded by S&P citing strong capital position,Kimberly-Clark,relevant
General Electric agrees to sell power division for $2.5 billion to consortium of investors,General Electric,relevant
JPMorgan Chase former chief operating officer leaves to join a consulting firm in senior role,JPMorgan Chase,irrelevant
IBM CEO joins panel discussion at the Aspen Ideas Festival on workforce transformation,IBM,irrelevant
"Dow CEO steps down after record tenure, board promotes division head to top role",Dow,relevant
Halliburton drops sponsorship of music festival following social media backlash,Halliburton,irrelevant
"Walmart delivers Q2 beat, guides higher for the year",Walmart,relevant
Tourist spots near Microsoft campus rank among best in the area,Microsoft,irrelevant
McDonald's posts better-than-expected Q3 results as strong organic volume growth,McDonald's,relevant
"Apple posts Q2 net income of $90.0 billion, comes in below consensus",Apple,relevant
Walmart named to Time's 100 most influential companies for the second straight year,Walmart,irrelevant
Former Costco former chief revenue officer appointed to advisory board of a non-profit board,Costco,irrelevant
American Express pulls advertising from streaming service following employee pressure,American Express,irrelevant
General Electric faces class-action lawsuit over alleged sexual harassment among logistics coordinators,General Electric,irrelevant
Concert at Northrop Grumman Arena draws thousands despite rain,Northrop Grumman,irrelevant
FedEx activist investor discloses $3.4 billion stake pushes for margin improvement,FedEx,relevant
Amazon ends partnership with podcast host after offensive social media post,Amazon,irrelevant
"TD Cowen boosts Coca-Cola to equal weight, sees margin recovery underway",Coca-Cola,irrelevant
Allstate customer service representative faces restraining order filed by former coworker in Philadelphia,Allstate,irrelevant
Procter & Gamble chief operating officer says tax policy requires urgent attention from elected officials,Procter & Gamble,irrelevant
Former Halliburton logistics coordinator files national origin discrimination complaint with EEOC,Halliburton,irrelevant
Booking Holdings workers vote to reject company contract offer at its largest facility,Booking Holdings,relevant
"Amazon posts Q3 net income of $14.0 billion, comes in below consensus",Amazon,relevant
